elo,games,remakes,playing_time,kills,deaths,assists,gold,pentakills,wards,minions,damage,champion_1,champion_2,champion_3
Platinum IV,345,10,6.8,1.7k,1.8k,2.3k,3.9m,0,2.9k,61.0k,6.2m,Gangplank,"RekSai",Vi
Platinum IV,46,2,21.8,226,191,259,512.5k,0,329,7.8k,781.2k,Akali,Singed,Yorick
Platinum III,227,2,4.5,1.6k,1.6k,2.0k,2.6m,0,2.6k,31.8k,3.9m,Zed,Lee Sin,Taliyah
Platinum I,471,8,9.5,2.8k,2.9k,3.3k,5.5m,0,4.0k,77.3k,7.2m,Master Yi,Nasus,Jax
Platinum II,84,4,1.7,332,564,905,753.6k,0,2.4k,2.8k,883.5k,Braum,Urgot,Tahm Kench
Platinum II,8,0,4.2,74,59,74,99.1k,0,97,1.1k,180.9k,Wukong,Talon,Evelynn
Platinum IV,9,0,4.3,41,61,61,81.3k,0,175,686,70.0k,Taliyah,Ornn,Xerath
Platinum III,48,1,22.0,210,298,533,435.4k,0,709,2.5k,609.2k,Thresh,Vayne,Lucian
Platinum III,59,1,1.2,337,287,345,657.0k,1,567,10.2k,1.1m,Darius,Jax,Thresh
Platinum I,13,0,6.1,36,55,121,124.9k,0,169,1.7k,168.3k,Viktor,Ahri,Ezreal
Platinum IV,6,0,3.0,33,38,29,66.0k,0,45,1.1k,123.2k,Veigar,Yasuo,Zac
Platinum III,2,0,58.2,6,4,7,17.8k,0,21,342,41.0k,"VelKoz",Zyra,Teemo
Unranked,11,0,5.2,16,40,123,85.1k,0,248,216,100.8k,Lulu,Brand,Swain
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Singed,Ryze
Platinum II,50,2,1.0,272,228,494,562.8k,0,388,7.7k,776.4k,Lee Sin,Ezreal,Jarvan IV
Platinum III,58,1,1.1,182,293,610,494.3k,0,942,3.3k,691.0k,Janna,Vladimir,Lulu
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Alistar,Janna,Thresh
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Akali,LeBlanc,Ezreal
Unranked,305,4,6.2,1.8k,1.5k,2.3k,3.4m,1,2.7k,45.3k,4.9m,Jhin,Kayn,Thresh
Platinum II,24,1,11.3,57,127,267,199.5k,0,553,1.3k,203.5k,Alistar,Lee Sin,Gragas
Gold I,24,0,11.3,117,153,203,232.0k,0,318,2.4k,361.9k,Thresh,Katarina,Syndra
Platinum II,24,0,11.1,220,127,188,290.2k,0,270,3.9k,629.2k,Zoe,Pyke,Vladimir
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Akali,Ezreal
Unranked,101,1,1.9,750,481,717,1.2m,1,951,17.9k,1.9m,Twitch,"KaiSa",Lucian
Unranked,16,0,7.8,73,128,132,163.4k,0,68,2.1k,178.9k,Hecarim,Draven,Master Yi
Unranked,91,4,1.9,630,697,533,1.1m,0,928,16.2k,1.7m,Riven,Katarina,Zoe
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Jayce,Brand
Unranked,1,0,28.2,4,7,8,8.0k,0,21,13,9.2k,Caitlyn,Sona,Sivir
Unranked,124,1,2.4,419,560,1.2k,1.2m,0,1.5k,12.6k,1.8m,Nami,Thresh,Malzahar
Platinum II,20,0,8.3,77,82,107,180.7k,0,136,2.6k,184.8k,Udyr,Draven,Vladimir
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Caitlyn,Shaco
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Anivia,Heimerdinger,Xerath
Unranked,19,0,8.8,119,125,206,199.5k,0,175,2.2k,276.6k,Xin Zhao,Jarvan IV,Fiora
Platinum IV,165,4,3.2,993,841,1.1k,1.8m,0,1.9k,25.3k,2.5m,Aatrox,Kayn,Warwick
Platinum III,47,1,22.0,169,323,553,433.5k,0,542,4.4k,626.1k,Sion,Miss Fortune,Illaoi
Platinum IV,121,2,2.3,497,516,874,1.2m,0,1.1k,16.6k,1.4m,Sejuani,Sion,Vi
Unranked,54,2,1.1,281,273,465,574.8k,0,587,7.9k,954.3k,Ahri,Caitlyn,Xayah
Unranked,68,0,1.4,395,423,548,780.3k,0,755,10.8k,1.2m,Singed,Leona,Gragas
Platinum IV,51,2,1.0,288,243,282,584.5k,0,328,9.0k,1.1m,Azir,Malzahar,Akali
Platinum II,34,3,15.6,149,187,199,333.3k,0,333,5.0k,436.8k,Sion,Nautilus,"KhaZix"
Platinum IV,28,0,13.1,149,154,189,290.4k,0,253,4.0k,381.2k,Riven,Thresh,Yasuo
Unranked,80,1,1.6,269,224,745,763.1k,0,1.4k,8.4k,1.2m,Nami,Braum,Morgana
Platinum IV,15,0,6.6,58,159,117,120.7k,0,148,1.1k,207.0k,Talon,Azir,Leona
Platinum II,65,1,1.3,116,364,621,505.9k,0,1.1k,2.6k,522.4k,Ahri,Elise,Janna
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Thresh,Warwick
Platinum III,47,0,21.4,240,168,290,493.5k,0,475,7.3k,760.7k,Gnar,Jhin,Renekton
Platinum III,8,0,3.9,24,56,88,73.3k,0,119,754,83.2k,Yorick,Nautilus,Trundle
Platinum III,219,7,4.3,601,1.5k,2.7k,1.9m,0,3.5k,7.1k,2.5m,Urgot,Sona,Jinx
Platinum I,19,1,9.1,106,92,204,200.1k,0,232,2.8k,344.8k,Zed,Viktor,Gangplank
Unranked,210,5,4.2,610,978,2.4k,1.9m,0,5.1k,15.5k,1.9m,Thresh,Blitzcrank,Annie
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Darius,Miss Fortune,Urgot
Unranked,115,3,2.3,527,558,1.3k,1.1m,0,1.9k,8.8k,1.9m,Vayne,Bard,Ezreal
Platinum III,122,3,2.4,627,610,899,1.3m,0,1.4k,17.3k,2.0m,Shyvana,Lucian,Xayah
Platinum IV,3,0,1.6,12,28,9,35.5k,0,34,582,55.1k,Riven,Yasuo,Irelia
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Fiora,Talon
Platinum IV,38,1,18.0,222,125,198,436.6k,0,506,7.0k,543.0k,Kayle,Vayne,Lulu
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Twisted Fate,Rakan
Platinum II,166,2,3.2,1.3k,1.1k,1.1k,2.0m,0,1.5k,26.2k,2.9m,Camille,Master Yi,Zed
Gold I,26,0,12.9,110,135,172,276.3k,0,267,4.4k,392.0k,Anivia,Teemo,Xerath
Platinum III,79,1,1.6,329,271,471,770.9k,0,929,9.7k,867.5k,Garen,Shaco,Blitzcrank
Unranked,11,1,5.6,41,97,29,103.1k,0,100,1.5k,162.3k,Tryndamere,Illaoi,Tristana
Platinum II,43,0,19.9,151,215,372,341.7k,0,905,2.0k,439.3k,Thresh,Bard,Zed
Platinum I,8,0,3.4,42,53,42,84.0k,0,66,1.3k,135.0k,Illaoi,Jhin,Camille
Platinum IV,571,10,11.1,2.5k,3.6k,4.3k,6.0m,2,5.5k,79.6k,8.4m,Singed,Thresh,Jax
Platinum III,315,10,6.2,1.1k,1.8k,3.4k,2.9m,0,4.8k,24.6k,4.0m,Sona,Taric,Ornn
Platinum IV,116,0,2.3,222,589,1.4k,989.4k,0,3.0k,3.7k,1.3m,Morgana,Janna,Zac
Iron I,0,0,0.0,0,0,0,0,0,0,0,0,Annie,Pantheon,Lux
Unranked,28,0,13.3,94,163,295,257.6k,0,381,2.5k,319.4k,Ekko,Thresh,Yasuo
Silver I,6,0,3.2,54,37,29,82.5k,0,48,1.2k,172.5k,Darius,Yasuo,Graves
Platinum II,59,1,1.1,398,316,379,642.9k,0,723,8.6k,926.6k,Rengar,Lee Sin,Kayn
Unranked,23,0,11.4,113,105,182,257.7k,0,274,3.6k,357.3k,Kalista,Nunu & Willump,"KogMaw"
Unranked,5,0,2.2,40,31,30,57.9k,0,23,857,106.2k,Morgana,Teemo,Janna
Platinum IV,78,0,1.6,530,444,505,908.5k,0,575,12.2k,1.1m,Rengar,Yasuo,Lee Sin
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Bard,Twisted Fate,Blitzcrank
Platinum IV,2,0,1.0,8,7,14,18.8k,0,19,290,21.6k,"ChoGath",Teemo,Nautilus
Platinum IV,70,0,1.4,325,290,730,693.2k,0,985,5.9k,1.1m,Katarina,Sona,Syndra
Platinum II,26,1,12.2,90,121,197,227.6k,0,348,2.5k,249.5k,Draven,Teemo,Ashe
Platinum I,2,0,37.6,2,14,1,10.5k,0,12,220,9.9k,Gangplank,Heimerdinger,Yorick
Unranked,30,0,13.8,56,134,338,234.6k,0,435,1.1k,238.9k,Janna,Soraka,Nami
Platinum IV,10,0,4.7,47,73,89,101.8k,0,108,1.1k,137.2k,Xin Zhao,Ivern,Malzahar
Platinum II,39,1,17.1,194,210,318,380.2k,0,213,4.9k,443.1k,Lee Sin,Graves,Master Yi
Silver III,13,0,7.0,76,80,112,155.9k,0,109,2.4k,296.6k,Lucian,Jhin,Irelia
Gold I,146,0,2.9,661,917,1.5k,1.4m,0,2.1k,14.3k,2.3m,Fiddlesticks,Bard,Thresh
Platinum III,12,0,5.5,40,48,132,98.1k,0,286,378,127.9k,Teemo,Nasus,Lucian
Platinum IV,46,0,21.6,344,310,355,520.6k,0,319,6.8k,817.8k,Lee Sin,Vayne,Thresh
Unranked,95,3,1.8,612,488,544,1.1m,1,797,18.6k,1.6m,Yasuo,Zed,"VelKoz"
Gold II,177,2,3.6,911,1.3k,1.1k,1.9m,0,1.1k,25.9k,2.7m,Kayn,Jax,Graves
Platinum III,72,1,1.4,454,437,519,763.2k,0,580,10.7k,1.3m,Nasus,Ezreal,Veigar
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ahri,Caitlyn
Platinum IV,12,0,5.8,78,79,124,138.7k,0,96,1.8k,220.3k,Ekko,"KogMaw",Ashe
Platinum I,43,1,18.5,242,222,314,457.4k,0,295,6.3k,632.5k,Fizz,Brand,Fiddlesticks
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ezreal,Yasuo
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Azir,Yasuo,Blitzcrank
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Warwick,Teemo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Fiora,Jax,Irelia
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Jayce,Gnar,Thresh
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Amumu,Irelia
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Ekko,Lee Sin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Graves,Xin Zhao
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Janna,Thresh,Vayne
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Evelynn,Anivia,Jhin
Platinum II,76,0,1.5,128,320,921,582.2k,0,1.6k,1.6k,490.5k,Nami,Jhin,Zyra
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ziggs,Ashe,Gnar
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Twitch,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Caitlyn,Vayne,Ezreal
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sion,Yasuo,Lucian
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Vayne,Lucian
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Pantheon,Master Yi,Udyr
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Kayle,Malphite,Zac
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Zac,Urgot,Dr. Mundo
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Akali,Vayne,Ekko
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Zed,Rengar,Lee Sin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Ezreal,Twitch
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Pantheon,Ornn,Nautilus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Master Yi,Akali,Yasuo
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Veigar,Annie,Poppy
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Nidalee,Jarvan IV
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Blitzcrank,Thresh
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Master Yi,Gangplank,Lee Sin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Yasuo,Zed
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Zyra,Miss Fortune
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Pantheon,Zilean,Thresh
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Nami,Diana
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Zyra,Alistar,Lucian
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,"KhaZix",Vladimir
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Zed,Lee Sin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Aatrox,Ahri,Akali
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Shaco,Singed,Rammus
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Blitzcrank,Ezreal
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Fizz,Talon
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Katarina,Lux
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Swain,Morgana,Kennen
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Singed,Maokai,Nautilus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Evelynn,Sejuani
Platinum II,4,0,1.7,21,16,22,35.8k,0,30,483,54.2k,Shen,Ekko,Maokai
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Taliyah,Syndra,Akali
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Lucian,Thresh
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Draven,Vayne,Riven
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Zed,Twisted Fate
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Kayn,Brand,"KhaZix"
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Fizz,Viktor,Orianna
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zac,Nocturne,Malphite
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Renekton,Garen,Volibear
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Blitzcrank,Kayle
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,LeBlanc,Fizz
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,LeBlanc,Xerath
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Poppy,Teemo,Shaco
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Brand,Morgana
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Orianna,Azir,Vayne
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Kalista,Jinx,Draven
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Tristana,Twitch
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Rengar,Yasuo,Master Yi
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Jax,Fizz
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Brand,Zilean
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,"KhaZix",Lee Sin,Lucian
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Master Yi,Vayne,Irelia
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Morgana,Illaoi,"VelKoz"
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Ahri,Vi,Leona
Platinum I,316,6,6.2,1.5k,1.5k,2.0k,3.5m,0,2.7k,56.8k,5.2m,Viktor,Darius,Gangplank
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ahri,Ezreal
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Quinn,Malzahar,Lulu
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Brand,LeBlanc,Annie
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Anivia,Lulu,Nautilus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Kayn,Graves,"KhaZix"
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Anivia,Kennen,Caitlyn
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Riven,Lee Sin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Shyvana,Nautilus,Nunu & Willump
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lux,"VelKoz",Twisted Fate
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Graves,Rengar,"KhaZix"
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Tristana,Katarina,Ezreal
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Trundle,Ezreal,Lucian
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Ashe,Jinx,Xayah
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Sona,Udyr,Malzahar
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Aurelion Sol,Lux,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Blitzcrank,Ezreal,Lucian
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,"VelKoz",Nami,Syndra
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Braum,Janna,Nami
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Caitlyn,Xayah
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ezreal,Jhin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Lee Sin,Twisted Fate
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Twitch,Pantheon,Annie
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Fizz,Lucian,Gragas
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Katarina,Malzahar,Fizz
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Sivir,Zyra
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Twisted Fate,Vayne
Silver II,0,0,0.0,0,0,0,0,0,0,0,0,Udyr,Lee Sin,Shaco
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jinx,Thresh,Ashe
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Ashe,Lucian
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Renekton,Teemo,Gnar
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Zyra,Aatrox
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,"KhaZix",Skarner,Vi
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Kayn,Aatrox,Hecarim
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Heimerdinger,Bard
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Azir,Ekko
Platinum III,2,0,1.3,21,15,12,30.1k,0,33,353,63.8k,Evelynn,"ChoGath",Tryndamere
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ezreal,Caitlyn
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Sivir,Viktor,Caitlyn
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Warwick,Illaoi,Swain
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Viktor,Vayne
Gold IV,6,0,2.9,30,38,44,56.1k,0,54,720,94.7k,Nami,Janna,Nautilus
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,"KaiSa",Lee Sin
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Blitzcrank,Pyke,Alistar
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Morgana,Sona
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Twisted Fate,Shaco,Anivia
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Zilean,"VelKoz",Azir
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Ezreal,Lee Sin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Karma,Ashe
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Riven,Nocturne,Ashe
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Graves,Malphite,Lee Sin
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Jinx,Ahri
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Darius,Ahri
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Camille,Kayle,Quinn
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Kindred,Volibear,"KhaZix"
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Veigar,Jhin
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Xin Zhao,Hecarim,Master Yi
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Leona,Miss Fortune,Nasus
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Tristana,Caitlyn
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,"RekSai",Gragas,Elise
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ekko,Braum,Heimerdinger
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Kalista,Thresh,Lucian
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Zyra,Ziggs
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Amumu,Karthus,Viktor
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Gangplank,Irelia,Ekko
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Zyra,Bard
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Kayn,Aatrox
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Lucian,Jhin
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Diana,Illaoi,Vi
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Skarner,Brand,Aatrox
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Bard,Kindred,Jhin
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Tristana,Jinx
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Bard,Thresh,Braum
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zyra,"VelKoz",Morgana
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Viktor,Draven,Jinx
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Lulu,Janna
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Poppy,Zyra,Pantheon
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Miss Fortune,Aatrox,Ahri
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,LeBlanc,Orianna,Ezreal
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Rakan,Lux,Thresh
Gold I,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Janna,"KhaZix"
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Morgana,Nami,Rakan
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Twitch,Kayle,Tryndamere
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Ezreal,Twitch,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Warwick,Rakan
Platinum II,174,2,3.4,484,699,2.0k,1.5m,0,4.5k,10.2k,1.8m,Thresh,Alistar,Bard
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Lux,Bard,Lulu
Gold III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Lucian,Riven
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Brand,Alistar,Nami
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Gangplank,Tryndamere,Mordekaiser
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Blitzcrank,Brand,Veigar
Gold II,0,0,0.0,0,0,0,0,0,0,0,0,Xin Zhao,Jarvan IV,Darius
Bronze I,0,0,0.0,0,0,0,0,0,0,0,0,Evelynn,Janna,Soraka
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Volibear,Annie,Karma
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Thresh,Braum,Bard
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Sivir,Vayne,Jinx
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Talon,Tahm Kench,Blitzcrank
Platinum III,0,0,0.0,0,0,0,0,0,0,0,0,Lee Sin,Lucian,Vayne
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Zilean,Caitlyn,Vayne
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Jhin,Ezreal,Corki
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Jax,Aatrox,Ahri
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Pantheon,Zyra
Platinum IV,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,LeBlanc,Caitlyn
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,Zac,Tryndamere,Thresh
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Vayne,Lucian,Caitlyn
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Lucian,Ezreal,Jhin
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Heimerdinger,Ziggs,Gragas
Diamond II,395,8,7.0,2.5k,2.1k,2.7k,4.3m,0,2.7k,65.8k,6.6m,Vayne,Lucian,Ezreal
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Rengar,Riven,Azir
Platinum II,0,0,0.0,0,0,0,0,0,0,0,0,Shyvana,Leona,Soraka
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Blitzcrank,Jinx
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Nami,Thresh,Ziggs
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Teemo,Garen,Annie
Platinum I,0,0,0.0,0,0,0,0,0,0,0,0,"RekSai",Zac,Sejuani
Diamond IV,25,0,11.8,96,153,134,274.1k,0,199,4.8k,407.6k,Jayce,Sion,Lucian
Diamond II,151,0,2.8,821,679,873,1.7m,0,1.2k,29.0k,2.5m,Vayne,Lucian,Ezreal
Diamond III,0,0,0.0,0,0,0,0,0,0,0,0,Amumu,Nunu & Willump,Irelia
Challenger,154,1,2.8,987,700,957,1.7m,2,1.1k,28.3k,2.4m,Yasuo,Brand,Kayn
Diamond II,15,0,6.9,67,83,84,160.9k,0,111,2.6k,184.6k,Ekko,Azir,Lucian
Diamond IV,0,0,0.0,0,0,0,0,0,0,0,0,Tristana,"KaiSa",Vayne
Diamond I,172,3,3.2,1.0k,687,1.1k,1.9m,0,548,26.9k,1.9m,Shaco,Ekko,Renekton
Diamond II,228,4,4.4,938,963,1.2k,2.4m,0,2.6k,37.8k,4.1m,Teemo,Brand,Annie
Diamond III,442,8,8.0,2.5k,2.5k,1.8k,5.2m,2,3.3k,89.0k,6.5m,Tryndamere,Yasuo,Master Yi
Unranked,0,0,0.0,0,0,0,0,0,0,0,0,Yasuo,Katarina,Master Yi
